"Tenure","Gender","EducationLevel","LoanStatus","NetPromoterScore","TransactionFrequency","Surname","Age","Geography","ComplaintsCount","HasCrCard","EstimatedSalary","IsActiveMember","AvgTransactionAmount","CustomerSegment","MaritalStatus","DigitalEngagementScore","ID","CreditScore","SavingsAccountFlag","Balance","NumOfProducts","Exited"
9,"Female","University","No loan",10,30,"Warren",20,"France","0","1",26578.69,"1",154.587341224798,"Mass Market","Married",77,NA,783,"1",114135.17,"1","0"
4,"Male","University","No loan",8,27,"Cheng",38,"France","0","1",49405.93,"0",139.989102308197,"Mass Market","Married",36,6887,584,"1",115341.55,"1","0"
1,"Male","High School","Active loan",4,38,"T'an",28,"Spain","0","0",16287.38,"1",198.385552198781,"Affluent","Single",78,1237,652,"0",141038.57,"2","0"
8,"Female","Other","Default risk",0,25,"Ejimofor",55,"France","3","1",61349.37,"0",40.0530231380701,"High Net Worth","Widowed",74,753,796,"0",0,"2","0"
3,"Female","High School","Active loan",0,26,"North",41,"France","0","1",14357,"1",203.970881612239,"Affluent","Single",46,4829,698,"0",90605.29,"1","0"
7,"Female","High School","No loan",9,27,NA,30,"France","0","1",82774.07,"1",234.245011791749,"Mass Market","Married",56,NA,556,"1",0,"2","0"
2,"Female","University","No loan",10,23,"Russo",40,"France","0","1",107047.92,"1",109.097596158086,"Mass Market","Married",65,798,617,"1",0,"2","0"
1,"Female","High School","No loan",0,24,"Okwuoma",46,"France","0","0",161125.67,"1",98.5909060163485,"Affluent","Single",41,3295,629,"1",130666.2,"1","1"
2,"Male","High School","Active loan",4,27,"Davidson",68,"Germany","0","0",184936.77,"0",68.4006063921812,"Affluent","Single",43,NA,672,"0",130812.91,"2","0"
8,"Male","High School","Active loan",5,31,NA,22,"France","0","1",127587.22,"1",66.8359395038237,"Affluent","Single",43,246,543,"1",0,"1","0"
6,"Male","High School","No loan",0,38,"Sabbatini",49,"Germany","0","1",195813.81,"0",103.365085023813,"Affluent","Single",44,NA,610,"1",124593.23,"3","1"
8,"Female","High School","No loan",2,31,"Chimaobim",49,"Germany","0","1",82774.07,"0",80.675749932214,"Affluent","Single",37,4745,681,"1",142946.18,"1","1"
8,"Male","University","No loan",0,31,"Zito",34,"Spain","0","0",47972.65,"0",45.5676447442099,"Mass Market","Married",81,3414,621,"1",0,"1","0"
9,"Female","Other","Default risk",0,29,NA,35,"Germany","3","1",48217.97,"0",154.13639745883,"High Net Worth","Widowed",45,NA,842,"0",119948.09,"1","1"
7,"Female","High School","No loan",2,29,"Phelan",31,"Germany","0","1",82774.07,"0",108.15832731303,"Affluent","Single",67,2348,664,"1",104158.84,"1","0"
1,"Male","Postgraduate","Active loan",3,36,"Nwachukwu",34,"France","1","0",176763.27,"1",170.93088923295,"High Net Worth","Divorced",53,4860,528,"0",125566.9,"1","0"
3,"Female","High School","No loan",9,30,NA,31,"France","0","1",140451.52,"1",189.66515499731,"Mass Market","Married",79,298,650,"1",124328.84,"1","0"
2,"Male","High School","No loan",8,37,NA,39,"Spain","0","1",18719.67,"1",32.5337546214024,"Mass Market","Single",68,252,714,"1",81273.13,"1","0"
7,"Female","High School","Active loan",0,32,NA,33,"Germany","0","1",190746.38,"1",199.693449312361,"Affluent","Single",46,NA,718,"0",93148.74,"2","0"
10,"Female","University","No loan",0,32,"Elder",26,"Germany","0","1",96792.15,"0",46.460990244329,"Mass Market","Married",69,3949,844,"1",141223.68,"2","0"
3,"Female","University","No loan",9,25,"Hamilton",37,"France","0","1",91086.73,"0",144.437769564703,"Mass Market","Married",83,2570,635,"1",0,"2","0"
5,"Male","University","No loan",0,34,"Gibson",28,"Germany","0","0",26578.69,"1",114.296230884978,"Mass Market","Married",76,3721,742,"1",113291.05,"1","1"
3,"Male","High School","Active loan",5,26,"Yuan",20,"France","0","0",137696.25,"1",71.5553868537857,"Affluent","Single",27,2950,673,"1",197715.93,"1","0"
3,"Male","High School","Active loan",6,36,NA,39,"France","0","1",55775.84,"1",150.471232994084,"Affluent","Single",40,2822,644,"0",0,"1","1"
2,"Female","Postgraduate","Active loan",3,29,NA,25,"Germany","1","1",48197.06,"0",101.239971761645,"High Net Worth","Divorced",59,5503,745,"0",111395.53,"2","0"
5,"Female","High School","No loan",0,29,"Monaldo",37,"Germany","0","1",118591.67,"0",67.1581882753894,"Affluent","Single",42,NA,730,"1",112146.12,"2","0"
5,"Female","Postgraduate","Active loan",3,27,"McConnell",63,"France","1","1",28092.77,"0",73.7428503903509,"High Net Worth","Divorced",80,2959,637,"0",126817.13,"1","1"
3,"Male","University","No loan",8,29,"Durant",33,"Spain","0","1",2739.71,"1",41.1457359575438,"Mass Market","Married",62,NA,434,"1",0,"2","0"
4,"Male","University","No loan",0,27,NA,36,"France","0","1",189995.86,"0",56.2416230729525,"Mass Market","Married",81,772,595,"1",0,"2","0"
10,"Female","University","No loan",0,29,"Niu",46,"Spain","0","0",156425.57,"0",149.640924808863,"Mass Market","Married",47,NA,735,"1",89743.05,"1","1"
7,"Male","University","No loan",0,32,"Stanley",28,"Spain","0","1",7797.01,"0",201.742612039831,"Mass Market","Married",87,612,617,"1",0,"2","0"
7,"Male","Postgraduate","Active loan",0,21,NA,42,"France","1","1",80428.42,"1",61.6930373172022,"High Net Worth","Divorced",36,NA,743,"0",77002.2,"2","0"
4,"Female","High School","No loan",2,27,"Martel",23,"Spain","0","1",129149.06,"0",119.375297674085,"Affluent","Single",75,3438,660,"1",0,"2","0"
5,"Female","University","No loan",8,17,"Tuan",74,"Germany","0","1",49405.93,"1",79.5033434313593,"Mass Market","Married",61,NA,640,"1",75900.84,"1","0"
10,"Female","High School","No loan",2,26,"Shaw",34,"France","0","0",76614.04,"0",145.542752065286,"Affluent","Single",75,4374,657,"1",0,"1","0"
8,"Male","University","No loan",9,30,"K?",26,"France","0","0",197911.52,"1",109.289492494315,"Mass Market","Married",47,NA,720,"1",149542.52,"2","0"
7,"Female","High School","No loan",0,25,"Khan",55,"Germany","0","1",101515.76,"1",221.494483790429,"Affluent","Single",69,3239,642,"1",82321.88,"2","0"
1,"Female","High School","Active loan",0,29,"Okoli",33,"France","0","1",37769.98,"1",176.739302508991,"Affluent","Single",53,6544,663,"1",0,"2","0"
5,"Female","High School","No loan",0,32,"Burke",30,"France","0","1",54926.51,"0",62.1837135370486,"Affluent","Single",61,428,566,"1",0,"1","1"
7,"Female","University","No loan",8,32,NA,33,"Spain","0","0",60013.17,"1",89.4473569095028,"Mass Market","Married",49,5425,740,"1",127837.54,"1","0"
9,"Male","University","No loan",10,24,"Riggs",20,"Germany","0","1",78566.64,"0",218.245819072401,"Mass Market","Married",70,738,613,"1",67111.65,"1","1"
7,"Female","High School","Active loan",7,23,NA,34,"France","0","1",113046.81,"0",81.349698035609,"Affluent","Single",48,5018,447,"0",109564.1,"1","0"
1,"Female","Postgraduate","Default risk",0,22,"Toscano",31,"France","2","1",26578.69,"1",90.7382267893117,"High Net Worth","Divorced",61,3309,670,"0",119501.88,"1","0"
4,"Male","University","No loan",0,36,NA,20,"France","0","1",82774.07,"0",118.299546345486,"Mass Market","Married",41,3727,685,"1",104719.94,"2","0"
6,"Female","High School","Active loan",4,28,"McGregor",32,"France","0","0",32275.09,"0",43.8716754031235,"Affluent","Single",65,NA,476,"0",111871.93,"1","0"
4,"Male","High School","Active loan",0,34,"Chibugo",20,"Spain","0","1",85148.78,"1",67.3071807081596,"Affluent","Single",65,6405,528,"0",92930.92,"1","0"
9,"Male","University","No loan",8,22,"Fernie",20,"France","0","1",49405.93,"0",89.5022702251356,"Mass Market","Married",52,96,747,"1",132767.66,"1","0"
8,"Female","University","No loan",0,25,"Wei",31,"Spain","0","0",115337.74,"0",82.349746767487,"Mass Market","Married",67,1952,698,"1",185078.26,"1","1"
1,"Female","Postgraduate","Active loan",3,29,NA,51,"Germany","1","1",26578.69,"1",140.033476040822,"High Net Worth","Divorced",42,NA,628,"0",155903.82,"2","0"
3,"Male","University","No loan",0,27,NA,51,"Spain","0","1",20856.31,"1",74.3287836865318,"Mass Market","Married",51,2021,534,"1",0,"2","0"
7,"Female","University","No loan",9,27,"Stanley",42,"France","0","1",22974.01,"1",190.493332062867,"Mass Market","Married",27,NA,649,"1",0,"2","0"
8,"Male","University","No loan",0,25,"Dominguez",43,"France","0","1",9704.66,"0",94.8716604842931,"Mass Market","Married",41,3474,850,"1",0,"2","0"
5,"Female","University","No loan",10,23,"Chang",56,"Spain","0","1",82774.07,"0",49.949669979296,"Mass Market","Married",69,2212,795,"1",0,"1","1"
8,"Male","High School","No loan",9,25,"Nnaife",45,"Germany","0","1",132127.69,"0",152.560150836212,"Affluent","Single",46,NA,599,"1",103583.05,"1","1"
1,"Female","University","No loan",10,26,"Milanesi",31,"France","0","0",17128.64,"1",83.2447886582966,"Mass Market","Married",63,NA,778,"1",152663.77,"1","0"
9,"Female","University","No loan",8,24,"Cattaneo",44,"Germany","0","1",110718.02,"1",69.9426453833886,"Mass Market","Married",80,NA,615,"1",126104.98,"2","0"
6,"Male","High School","No loan",9,26,"Maclean",35,"France","0","0",125110.02,"0",70.2061527829544,"Affluent","Single",64,NA,797,"1",0,"1","0"
8,"Female","University","No loan",9,30,NA,28,"France","0","1",13107.24,"0",104.237647752931,"Mass Market","Married",54,NA,850,"1",0,"2","0"
3,"Male","Postgraduate","Default risk",0,45,NA,23,"France","2","1",189613.12,"0",35.6023151896363,"High Net Worth","Divorced",61,1104,498,"0",0,"2","0"
5,"Female","University","No loan",10,29,NA,31,"Spain","0","1",151843.54,"0",87.6701502679185,"Mass Market","Married",55,1869,625,"1",0,"2","0"
9,"Female","University","No loan",0,33,"Lucchese",40,"Germany","0","1",18082.06,"0",81.0454003430037,"Mass Market","Married",54,986,598,"1",134504.78,"2","0"
2,"Female","University","No loan",8,34,"Milne",20,"Germany","0","1",145387.05,"0",62.2830992902938,"Mass Market","Married",57,NA,667,"1",114391.62,"1","1"
9,"Female","High School","Active loan",0,40,"Arcuri",36,"Spain","0","1",16274.67,"1",76.8050535555057,"Affluent","Single",43,NA,503,"0",0,"2","0"
2,"Male","University","No loan",0,35,"Nicholson",36,"Germany","0","1",105152.17,"0",70.2061527829544,"Mass Market","Married",42,3707,735,"1",122403.24,"2","0"
1,"Female","Other","Default risk",0,30,"Yefimova",55,"France","4","0",196794.11,"1",114.03899967374,"High Net Worth","Widowed",40,6270,678,"0",0,"2","1"
4,"Male","Postgraduate","Default risk",1,36,"Frewin",43,"France","2","1",77128.23,"1",54.6604451622963,"High Net Worth","Divorced",34,6318,612,"0",139496.35,"4","0"
9,"Female","University","No loan",8,23,"Alexeyeva",31,"France","0","0",76254.83,"1",115.401878310838,"Mass Market","Married",75,1000,563,"1",0,"1","0"
0,"Male","High School","Active loan",7,28,"Romani",45,"France","0","1",82774.07,"1",147.225203696904,"Affluent","Single",53,NA,728,"0",0,"1","0"
7,"Female","Postgraduate","Default risk",1,33,NA,33,"Germany","2","1",56053.06,"1",148.68493224706,"High Net Worth","Divorced",59,4477,777,"0",99046.31,"2","0"
6,"Male","High School","No loan",9,30,NA,35,"France","0","1",9398.45,"1",193.470187140593,"Affluent","Single",69,2750,720,"1",110717.38,"1","0"
6,"Female","University","No loan",9,28,"Dennis",36,"France","0","1",13107.24,"0",87.1714544434902,"Mass Market","Married",43,3106,840,"1",0,"2","0"
4,"Female","High School","Active loan",2,40,NA,45,"France","0","1",174916.85,"1",134.531007210071,"Affluent","Single",63,2761,645,"0",0,"1","1"
8,"Male","High School","Active loan",9,22,"Chin",33,"Spain","0","0",97877.92,"1",130.968973974373,"Affluent","Single",74,1307,750,"1",96950.21,"1","0"
5,"Female","High School","Active loan",4,38,"Jideofor",36,"France","0","1",41052.82,"0",48.4359355043551,"Affluent","Single",72,1199,707,"0",0,"2","0"
8,"Female","University","No loan",10,35,"Jenkins",28,"France","0","1",41227.67,"0",229.258228058218,"Mass Market","Married",46,3849,623,"1",0,"2","0"
0,"Male","University","No loan",0,23,"Thomas",41,"Germany","0","0",13107.24,"0",122.464480826074,"Mass Market","Married",65,1646,523,"1",119276.31,"1","1"
6,"Male","High School","Active loan",7,32,"Brown",35,"Spain","0","1",26578.69,"1",235.754512701401,"Affluent","Single",41,4976,463,"0",0,"2","0"
5,"Female","University","No loan",8,30,"Cawthorne",34,"France","0","0",177607.77,"1",54.6604451622963,"Mass Market","Married",67,NA,683,"1",93817.41,"2","0"
5,"Male","University","No loan",8,31,"Green",35,"Spain","0","1",85891.02,"0",48.1576410499708,"Mass Market","Married",59,NA,559,"1",114739.92,"1","1"
4,"Male","Postgraduate","Active loan",0,33,"Burgoyne",44,"Spain","1","0",79691.4,"1",104.84501088374,"High Net Worth","Divorced",72,6751,497,"0",121250.04,"1","0"
3,"Male","High School","Active loan",0,34,NA,62,"Germany","0","1",143104.3,"1",125.316500755797,"Affluent","Single",47,4167,661,"0",128412.61,"2","0"
8,"Male","University","No loan",10,29,"Fan",28,"France","0","0",56787.8,"0",55.0644710896928,"Mass Market","Married",74,3385,659,"1",133436.52,"1","0"
5,"Female","High School","No loan",9,21,"Hill",33,"Germany","0","1",82774.07,"0",81.0467857289355,"Mass Market","Single",59,2940,580,"1",113923.81,"1","0"
8,"Male","Postgraduate","Active loan",3,21,"Craig",32,"France","1","1",27548.06,"1",118.09913906135,"High Net Worth","Divorced",57,3837,835,"0",124993.29,"2","0"
7,"Female","High School","No loan",9,31,"Uvarova",35,"France","0","1",104706.29,"1",76.305374908393,"Mass Market","Married",85,2504,763,"1",115651.6,"2","0"
10,"Female","High School","No loan",0,37,"Somadina",34,"Spain","0","1",180808.39,"1",122.740738008148,"Affluent","Single",52,6553,641,"1",0,"2","0"
9,"Male","University","No loan",9,39,"Chukwukere",35,"France","0","1",13107.24,"0",88.5148865124082,"Mass Market","Married",47,NA,601,"1",123971.16,"1","0"
6,"Male","University","No loan",8,28,"Campbell",28,"Germany","0","0",79559.02,"1",106.155112186009,"Mass Market","Married",49,NA,533,"1",127545.56,"3","1"
5,"Female","High School","Active loan",7,26,"Bryant",35,"France","0","1",26578.69,"1",46.859656008238,"Affluent","Single",83,NA,682,"0",0,"1","1"
2,"Male","High School","No loan",2,26,"Hsing",20,"Spain","0","0",122925.44,"1",124.842168779978,"Affluent","Single",50,NA,529,"1",136624.6,"1","0"
2,"Female","High School","Active loan",0,29,"Chukwudi",43,"Spain","0","1",107415.02,"0",228.052986255343,"Affluent","Single",99,938,727,"0",0,"2","1"
3,"Male","High School","Active loan",4,26,"Watkins",37,"France","0","1",13107.24,"0",146.705970490191,"Affluent","Single",70,NA,788,"0",91184.01,"1","0"
0,"Male","University","No loan",0,34,"Smith",38,"France","0","0",158111.71,"0",97.7956977254948,"Mass Market","Married",75,3622,589,"1",0,"2","0"
3,"Female","High School","No loan",5,27,NA,38,"Germany","0","0",26578.69,"1",92.8718047738489,"Affluent","Married",73,1932,573,"1",107747.57,"1","0"
9,"Female","University","No loan",9,31,NA,31,"Spain","0","0",13107.24,"0",229.258228058218,"Mass Market","Married",71,1279,547,"1",0,"2","0"
8,"Male","High School","Active loan",7,31,"Ugochukwu",29,"Germany","0","0",49405.93,"0",73.7428503903509,"Affluent","Single",68,1410,684,"0",135139.33,"2","0"
2,"Female","University","No loan",0,36,"Samsonova",34,"Spain","0","1",61251.25,"0",104.287492939028,"Mass Market","Married",51,NA,761,"1",0,"2","0"
4,"Male","University","No loan",8,26,NA,48,"France","0","0",170893.85,"0",69.3698307260013,"Mass Market","Married",68,3316,687,"1",0,"2","0"
1,"Male","High School","Active loan",0,27,"Hassall",31,"France","0","1",3148.2,"1",184.754673081091,"Affluent","Single",41,2426,680,"0",61636.97,"1","0"
8,"Female","University","No loan",8,28,"Davidson",35,"Germany","0","0",197221.81,"0",121.348392422955,"Mass Market","Married",60,3066,476,"1",150842.93,"1","1"
0,"Female","Postgraduate","Default risk",1,30,NA,42,"Germany","2","1",49405.93,"0",117.806082182927,"High Net Worth","Divorced",40,6860,667,"0",101979.16,"1","0"
4,"Female","University","No loan",0,31,NA,46,"Spain","0","1",82774.07,"0",215.884124552215,"Mass Market","Married",50,6696,623,"1",0,"1","1"
0,"Male","University","No loan",0,25,"Brooks",61,"France","0","1",188729.08,"1",63.5734478218454,"Mass Market","Married",54,NA,727,"1",0,"2","1"
1,"Male","High School","No loan",0,28,"Chiang",28,"France","0","1",90607.31,"0",133.514602065511,"Affluent","Single",66,5108,553,"1",75075.31,"2","0"
9,"Female","High School","No loan",2,20,NA,32,"France","0","1",148210.64,"1",118.076515088919,"Affluent","Single",66,58,678,"1",0,"1","0"
2,"Male","High School","Active loan",4,33,"Monaldo",32,"Germany","0","1",55867.38,"1",82.9863022365784,"Affluent","Single",52,NA,548,"0",98986.28,"1","0"
7,"Male","Other","Default risk",0,31,"Lei",40,"Germany","3","1",141359.11,"1",281.212706087127,"High Net Worth","Widowed",49,NA,715,"0",134985.66,"1","0"
3,"Male","University","No loan",10,35,NA,46,"Germany","0","0",63082.88,"0",44.2755667206151,"Mass Market","Married",77,82,685,"1",106301.85,"2","0"
9,"Female","Postgraduate","Default risk",1,26,"Vaguine",45,"France","2","1",155921.81,"0",234.245011791749,"High Net Worth","Divorced",48,NA,670,"0",104930.38,"1","1"
5,"Male","Postgraduate","Active loan",7,31,"Russell",23,"Germany","1","1",76611.33,"1",104.707829257662,"High Net Worth","Divorced",74,NA,701,"0",115021.76,"1","0"
2,"Male","University","No loan",10,21,"Shen",33,"France","0","1",26578.69,"1",145.646850543229,"Mass Market","Married",60,NA,631,"1",0,"2","0"
9,"Male","High School","No loan",0,30,"Dale",35,"Spain","0","1",26578.69,"1",68.2462187876586,"Mass Market","Married",66,NA,458,"1",146780.52,"2","0"
4,"Male","University","No loan",9,36,"Dowse",46,"Spain","0","1",4654.28,"1",82.2971562694727,"Mass Market","Married",64,4288,682,"1",0,"1","0"
8,"Male","University","No loan",8,26,NA,36,"Spain","0","1",175043.69,"1",106.053508627155,"Mass Market","Married",66,2358,802,"1",0,"2","0"
5,"Female","University","No loan",10,40,"Salter",36,"Germany","0","1",36895.99,"0",80.5867250642435,"Mass Market","Married",37,5017,682,"1",72373.62,"2","0"
0,"Male","University","No loan",10,29,"Manna",46,"Germany","0","1",78250.13,"0",91.5355803647134,"Mass Market","Married",46,6865,653,"1",119556.1,"1","1"
6,"Male","University","No loan",0,36,"Ross",46,"Spain","0","0",151335.24,"0",108.829808587271,"Mass Market","Married",67,NA,704,"1",127397.34,"1","0"
1,"Female","High School","Active loan",7,23,"Dubinina",46,"France","0","0",37543.93,"0",68.498885710749,"Affluent","Single",61,1252,669,"0",157848.53,"1","1"
6,"Female","University","No loan",9,42,"Otutodilinna",40,"France","0","0",122518.5,"1",97.1909992649121,"Mass Market","Married",58,4027,703,"1",0,"2","0"
6,"Male","University","No loan",9,38,"Martin",27,"France","0","0",103603.65,"0",213.64846877256,"Mass Market","Married",90,5202,789,"1",0,"2","0"
3,"Male","University","No loan",9,40,"Wentworth-Shields",53,"Spain","0","1",13107.24,"1",39.445710925779,"Mass Market","Married",69,397,741,"1",0,"2","0"
7,"Male","Other","Default risk",0,23,"Oluchukwu",38,"Spain","3","1",135096.78,"0",114.217998981471,"High Net Worth","Widowed",56,4782,624,"0",0,"1","0"
3,"Male","High School","Active loan",7,30,NA,50,"Germany","0","0",82774.07,"1",126.188794536759,"Affluent","Single",37,1606,630,"0",81290.02,"4","1"
9,"Male","University","No loan",0,31,NA,30,"France","0","1",26578.69,"0",153.334083667817,"Mass Market","Married",72,NA,792,"1",123110.9,"2","0"
0,"Male","University","No loan",8,32,"Manning",46,"Spain","0","1",36376.97,"1",171.826636919105,"Mass Market","Married",65,4291,727,"1",0,"2","0"
10,"Male","University","No loan",10,36,NA,37,"France","0","0",25017.28,"0",71.7435555933329,"Mass Market","Married",66,2801,558,"1",98400.61,"1","0"
9,"Female","Postgraduate","Active loan",0,20,"Yeh",40,"France","1","0",139048,"1",197.184837926399,"High Net Worth","Divorced",63,1320,579,"0",0,"1","0"
4,"Male","Other","Default risk",0,17,"Wood",33,"Spain","4","0",49405.93,"0",64.6454565598455,"High Net Worth","Widowed",69,NA,751,"0",0,"1","0"
5,"Male","University","No loan",10,35,"Bryant",45,"Germany","0","0",54560.79,"0",85.5035645643502,"Mass Market","Married",38,924,635,"1",91115.76,"2","1"
6,"Male","University","No loan",9,29,"Golubov",29,"France","0","1",56971.41,"1",79.519122066871,"Mass Market","Married",58,6687,659,"1",123192.12,"1","1"
4,"Male","High School","No loan",9,36,"Cattaneo",41,"France","0","1",109783.29,"1",107.527501711687,"Mass Market","Single",82,4537,593,"1",119703.1,"2","0"
5,"Male","High School","Active loan",6,36,"McDavid",36,"Spain","0","1",130610.78,"0",88.357154817483,"Affluent","Single",54,5267,614,"0",0,"2","0"
1,"Male","High School","No loan",9,32,"Matveyev",39,"Germany","0","1",114092.52,"0",221.842878329787,"Mass Market","Married",68,NA,540,"1",82531.11,"1","0"
0,"Female","High School","No loan",9,32,NA,21,"Germany","0","1",164966.27,"1",103.643178492282,"Affluent","Single",76,1133,685,"1",133607.75,"2","0"
5,"Female","Postgraduate","Active loan",0,34,"Swanson",33,"Germany","1","0",13107.24,"0",88.7916604994273,"High Net Worth","Divorced",56,3314,844,"0",109628.44,"3","1"
8,"Male","Postgraduate","Default risk",0,28,NA,29,"Spain","2","1",152097.02,"1",119.997409771505,"High Net Worth","Divorced",78,5429,700,"0",0,"2","0"
8,"Female","High School","Active loan",0,23,"Yin",40,"Spain","0","0",49405.93,"0",103.92361806808,"Affluent","Single",78,NA,784,"0",0,"2","0"
6,"Female","High School","Active loan",0,34,"Kang",34,"France","0","0",156598.23,"1",132.03180176606,"Affluent","Single",63,4326,545,"0",0,"3","0"
1,"Female","High School","No loan",2,27,"Chimaraoke",43,"France","0","0",112026.1,"1",253.372609554003,"Affluent","Single",57,6274,660,"1",0,"1","1"
0,"Male","University","No loan",8,29,"Vincent",37,"France","0","0",30114.32,"0",124.792991008374,"Mass Market","Married",73,NA,667,"1",0,"2","0"
6,"Male","University","No loan",10,22,"Long",30,"Spain","0","0",67997.13,"0",91.9570672541946,"Mass Market","Married",36,1809,657,"1",0,"1","1"
3,"Male","High School","No loan",2,34,NA,42,"Spain","0","1",70532.53,"1",82.4219434193567,"Affluent","Single",51,NA,597,"1",0,"1","0"
5,"Male","University","No loan",10,24,"Denisov",58,"Germany","0","1",25881,"0",109.521510434301,"Mass Market","Married",65,2694,727,"1",153855.52,"1","1"
5,"Female","High School","Active loan",0,33,"Reilly",28,"Spain","0","1",6129.61,"0",100.716846135151,"Affluent","Single",74,6620,689,"0",95328.6,"1","1"
6,"Female","High School","Active loan",7,26,"Wilkinson",22,"Spain","0","0",84699.56,"1",110.380366590938,"Affluent","Single",63,114,717,"0",101060.25,"1","0"
4,"Male","High School","Active loan",6,29,"Wan",28,"France","0","1",32275.09,"0",56.0897877931445,"Affluent","Single",79,6957,696,"0",71018.6,"2","0"
1,"Female","Postgraduate","Active loan",0,31,"Cole",35,"Germany","1","1",113428.77,"1",117.806082182927,"High Net Worth","Divorced",55,268,640,"0",106307.91,"2","0"
0,"Female","University","No loan",10,34,"Rowe",33,"France","0","0",74804.36,"1",179.333014369192,"Mass Market","Married",70,6361,676,"1",0,"2","0"
5,"Male","High School","No loan",2,29,"Hu",42,"France","0","0",178504.29,"0",291.019698081956,"Affluent","Married",46,1518,608,"1",106036.52,"1","0"
9,"Male","University","No loan",9,29,"Serra",40,"France","0","1",36690.49,"1",105.613542286108,"Mass Market","Married",59,2567,592,"1",94607.08,"1","0"
6,"Female","High School","Active loan",7,24,"Watson",28,"Spain","0","1",146875.86,"0",42.2013194729426,"Affluent","Single",54,NA,718,"0",119656.45,"2","0"
3,"Female","Postgraduate","Active loan",7,29,"Soto",45,"France","1","1",143458.31,"1",160.44794548995,"High Net Worth","Divorced",66,3030,634,"0",0,"2","0"
5,"Male","University","No loan",8,34,NA,38,"Germany","0","1",158357.97,"0",124.316163667768,"Mass Market","Married",51,2013,666,"1",99812.88,"2","0"
3,"Male","Postgraduate","Active loan",3,33,"Wu",42,"Germany","1","0",26578.69,"1",105.25702358419,"High Net Worth","Divorced",53,3960,752,"0",141069.18,"1","0"
1,"Female","University","No loan",0,21,NA,52,"Germany","0","1",23548.45,"1",76.840043026871,"Mass Market","Married",41,4861,546,"1",106074.89,"1","1"
0,"Male","High School","Active loan",0,24,"Madukwe",56,"France","0","1",119175.45,"1",155.50999780391,"Affluent","Single",49,NA,850,"1",131317.48,"2","0"
1,"Male","University","No loan",10,33,NA,46,"France","0","1",18708.76,"1",174.950387825961,"Mass Market","Married",44,6962,775,"1",129667.77,"1","0"
8,"Female","University","No loan",0,27,"Cameron",53,"France","0","1",49405.93,"1",111.449327196526,"Mass Market","Married",76,NA,752,"1",114233.18,"1","0"
8,"Male","University","No loan",10,33,"Humphries",32,"France","0","1",82774.07,"0",56.8625587039033,"Mass Market","Married",60,NA,519,"1",0,"2","0"
0,"Female","Postgraduate","Default risk",0,31,"Retana",35,"France","2","1",32275.09,"1",61.9106898356814,"High Net Worth","Divorced",37,3558,474,"0",0,"2","0"
1,"Female","University","No loan",8,31,"Levy",51,"Germany","0","1",26578.69,"1",104.423179462025,"Mass Market","Married",68,4774,555,"1",138214.5,"1","1"
7,"Female","University","No loan",9,30,"Goliwe",43,"Spain","0","1",177357.16,"1",125.855043344053,"Mass Market","Married",62,6815,670,"1",138150.57,"1","0"
5,"Male","Other","Default risk",0,31,"Castiglione",54,"France","3","0",95655.16,"0",172.970495621142,"High Net Worth","Widowed",66,5231,601,"0",0,"1","0"
5,"Male","Postgraduate","Active loan",3,30,NA,55,"France","1","1",118752.6,"1",93.6147852615545,"High Net Worth","Divorced",51,5152,804,"0",0,"2","0"
1,"Female","High School","Active loan",5,32,"O'Loghlen",48,"France","0","1",110510.28,"0",40.5763577802017,"Affluent","Single",56,NA,636,"0",170833.46,"1","1"
2,"Female","University","No loan",8,25,"Hopkins",39,"Germany","0","1",26578.69,"1",202.480887235628,"Mass Market","Married",19,5700,541,"1",100116.67,"1","1"
1,"Male","Postgraduate","Active loan",3,38,"Laney",40,"Spain","1","1",46253.65,"1",75.1768327766567,"High Net Worth","Divorced",76,4503,654,"0",134590.21,"1","0"
9,"Male","High School","Active loan",0,23,"Fleming",64,"France","0","1",124341.49,"1",91.0364411088468,"Affluent","Single",57,467,544,"0",0,"1","0"
4,"Female","Postgraduate","Default risk",0,30,"Theus",31,"Spain","2","1",162149.07,"1",48.0352446992995,"High Net Worth","Divorced",54,NA,850,"0",118064.93,"2","0"
5,"Male","University","No loan",8,38,"Bellew",28,"France","0","0",19653.08,"1",95.4760978710933,"Mass Market","Married",67,1522,727,"1",0,"2","0"
4,"Male","High School","No loan",9,22,"Uwaezuoke",29,"France","0","0",32089.57,"0",112.669016763168,"Mass Market","Married",61,3039,490,"1",0,"2","0"
5,"Male","University","No loan",9,24,"Brown",28,"France","0","1",82774.07,"0",89.8641515303597,"Mass Market","Married",36,3657,663,"1",141462.13,"2","0"
7,"Male","University","No loan",8,31,NA,36,"France","0","1",123775.15,"0",225.131562291845,"Mass Market","Married",84,NA,690,"1",113957.01,"2","0"
9,"Male","High School","Active loan",7,38,"Chieloka",34,"Spain","0","0",479.54,"1",142.066634112501,"Affluent","Single",65,NA,850,"0",127095.14,"2","0"
5,"Male","Postgraduate","Active loan",0,18,NA,53,"Germany","1","1",180598.28,"0",68.640677234112,"High Net Worth","Divorced",59,NA,545,"0",156111.24,"1","1"
10,"Female","Postgraduate","Active loan",0,42,NA,35,"Germany","1","1",166236.38,"1",65.7145892039869,"High Net Worth","Divorced",69,6243,599,"0",143888.22,"2","1"
